sagesse d'aîné | r_has_property
amplitude d'un mouvement | r_has_property
ardeur d'un combat | r_has_property
âpreté d'une lutte | r_has_property
austérité d'un régime | r_has_property
authenticité d'un sentiment | r_has_property
autorité d'un chef | r_has_property
beauté d'une œuvre | r_has_property
brièveté d'un instant | r_has_property
brutalité d'un choc | r_has_property
cadence d'un rythme | r_has_property
candeur d'un regard | r_has_property
capacité d'un réservoir | r_has_property
caractère d'un homme | r_has_property
chaleur d'un foyer | r_has_property
charme d'un sourire | r_has_property
clarté d'une idée | r_has_property
complexité d'un mécanisme | r_has_property
courage d'une décision | r_has_property
courtoisie d'un hôte | r_has_property
crédibilité d'un témoignage | r_has_property
délicatesse d'un parfum | r_has_property
densité d'une population | r_has_property
détermination d'un regard | r_has_property
douceur d'une mélodie | r_has_property
dureté d'une épreuve | r_has_property
efficacité d'un remède | r_has_property
élégance d'une solution | r_has_property
énergie d'un athlete | r_has_property
énormité d'une tâche | r_has_property
enthousiasme d'un enfant | r_has_property
équilibre d'une structure | r_has_property
étrangeté d'une situation | r_has_property
exactitude d'une mesure | r_has_property
excellence d'un produit | r_has_property
finesse d'un trait | r_has_property
fragilité d'un équilibre | r_has_property
fraîcheur d'une impression | r_has_property
générosité d'un don | r_has_property
gracilité d'une forme | r_has_property
grandeur d'un projet | r_has_property
gravité d'une blessure | r_has_property
harmonie d'un ensemble | r_has_property
hâte d'un départ | r_has_property
humilité d'un savant | r_has_property
immensité d'un paysage | r_has_property
importance d'un événement | r_has_property
imprévisibilité d'un résultat | r_has_property
incertitude d'un avenir | r_has_property
innocence d'un enfant | r_has_property
intensité d'une couleur | r_has_property
jeunesse d'une nation | r_has_property
largeur d'un esprit | r_has_property
limpidité d'un ruisseau | r_has_property
lourdeur d'un silence | r_has_property
lucidité d'un vieillard | r_has_property
magnificence d'un palais | r_has_property
majesté d'un paysage | r_has_property
maturité d'un fruit | r_has_property
modestie d'un héros | r_has_property
monotonie d'un travail | r_has_property
noblesse d'un geste | r_has_property
nudité d'un fait | r_has_property
opacité d'un mystère | r_has_property
originalité d'un style | r_has_property
pâleur d'un visage | r_has_property
pénibilité d'un travail | r_has_property
perfection d'un détail | r_has_property
persévérance d'un chercheur | r_has_property
pertinence d'une remarque | r_has_property
pittoresque d'un village | r_has_property
plasticité d'une matière | r_has_property
pureté d'une source | r_has_property
qualité d'un travail | r_has_property
quantité d'une production | r_has_property
rapidité d'une exécution | r_has_property
rareté d'un objet | r_has_property
réalisme d'un portrait | r_has_property
régularité d'un pouls | r_has_property
richesse d'une culture | r_has_property
rigueur d'un hiver | r_has_property
robustesse d'un matériau | r_has_property
rudesse d'un climat | r_has_property
sagesse d'un peuple | r_has_property
santé d'une économie | r_has_property
sauvagerie d'un animal | r_has_property
sévérité d'un jugement | r_has_property
simplicité d'une méthode | r_has_property
sincérité d'une émotion | r_has_property
solennité d'un moment | r_has_property
solidité d'une amitié | r_has_property
souplesse d'une règle | r_has_property
spontanéité d'un mouvement | r_has_property
stabilité d'un gouvernement | r_has_property
subtilité d'une allusion | r_has_property
sûreté d'un instinct | r_has_property
tendresse d'une mère | r_has_property
ténacité d'une idée | r_has_property
tension d'une situation | r_has_property
timidité d'une fleur | r_has_property
tranquillité d'un lieu | r_has_property
transparence d'une intention | r_has_property
tristesse d'un adieu | r_has_property
unité d'une équipe | r_has_property
urbanité d'un citadin | r_has_property
utilité d'un outil | r_has_property
vacuité d'une existence | r_has_property
valeur d'un principe | r_has_property
vanité d'un espoir | r_has_property
variété d'une offre | r_has_property
vélocité d'un coureur | r_has_property
véhémence d'une protestation | r_has_property
véracité d'un récit | r_has_property
vigueur d'une plante | r_has_property
violence d'un orage | r_has_property
virilité d'un homme | r_has_property
virtuosité d'un musicien | r_has_property
vivacité d'un débat | r_has_property
volubilité d'un orateur | r_has_property
volupté d'un fruit | r_has_property

acuité de la perception | r_has_property
amplitude de la marée | r_has_property
ardeur de la jeunesse | r_has_property
âpreté de la compétition | r_has_property
austérité de la règle | r_has_property
authenticité de la démarche | r_has_property
autorité de la loi | r_has_property
beauté de la nature | r_has_property
brièveté de la vie | r_has_property
brutalité de la vérité | r_has_property
cadence de la danse | r_has_property
candeur de la réponse | r_has_property
capacité de la mémoire | r_has_property
caractère de la pierre | r_has_property
chaleur de la lumière | r_has_property
charme de la nouveauté | r_has_property
clarté de la pensée | r_has_property
complexité de la situation | r_has_property
courage de la décision | r_has_property
courtoisie de la réception | r_has_property
crédibilité de la source | r_has_property
délicatesse de la situation | r_has_property
densité de la forêt | r_has_property
détermination de la volonté | r_has_property
douceur de la voix | r_has_property
dureté de la réalité | r_has_property
efficacité de la méthode | r_has_property
élégance de la démarche | r_has_property
énergie de la jeunesse | r_has_property
énormité de la tâche | r_has_property
enthousiasme de la foule | r_has_property
équilibre de la composition | r_has_property
étrangeté de la coïncidence | r_has_property
exactitude de la copie | r_has_property
excellence de la qualité | r_has_property
finesse de l'analyse | r_has_property
fragilité de l'équilibre | r_has_property
fraîcheur de la brise | r_has_property
générosité de l'offre | r_has_property
gracilité de la silhouette | r_has_property
grandeur de l'idée | r_has_property
gravité de l'infection | r_has_property
harmonie de l'ensemble | r_has_property
hâte de la préparation | r_has_property
humilité de la demande | r_has_property
immensité de l'espace | r_has_property
importance de la découverte | r_has_property
imprévisibilité de la météo | r_has_property
incertitude de l'issue | r_has_property
innocence de la victime | r_has_property
intensité de la douleur | r_has_property
jeunesse de l'équipe | r_has_property
largeur de la rivière | r_has_property
limpidité de l'eau | r_has_property
lourdeur de l'atmosphère | r_has_property
lucidité de l'analyse | r_has_property
magnificence de l'édifice | r_has_property
majesté de la montagne | r_has_property
maturité de la réflexion | r_has_property
modestie de la revendication | r_has_property
monotonie de la routine | r_has_property
noblesse de l'intention | r_has_property
nudité de la vérité | r_has_property
opacité de la décision | r_has_property
originalité de l'approche | r_has_property
pâleur de la lune | r_has_property
pénibilité de la tâche | r_has_property
perfection de la forme | r_has_property
persévérance de l'effort | r_has_property
pertinence de la question | r_has_property
pittoresque de la scène | r_has_property
plasticité de l'argile | r_has_property
pureté de l'air | r_has_property
qualité de la relation | r_has_property
quantité de l'information | r_has_property
rapidité de la réaction | r_has_property
rareté de l'espèce | r_has_property
réalisme de la description | r_has_property
régularité de la respiration | r_has_property
richesse de la langue | r_has_property
rigueur de la discipline | r_has_property
robustesse de la construction | r_has_property
rudesse de la mer | r_has_property
sagesse de la décision | r_has_property
santé de la démocratie | r_has_property
sauvagerie de l'attaque | r_has_property
sévérité de la punition | r_has_property
simplicité de la solution | r_has_property
sincérité de l'engagement | r_has_property
solennité de la cérémonie | r_has_property
solidité de l'argument | r_has_property
souplesse de la démarche | r_has_property
spontanéité de la réaction | r_has_property
stabilité de la monnaie | r_has_property
subtilité de l'humour | r_has_property
sûreté du jugement | r_has_property
tendresse de l'amour | r_has_property
ténacité de la conviction | r_has_property
tension de l'attente | r_has_property
timidité de l'animal | r_has_property
tranquillité de la nuit | r_has_property
transparence de l'eau | r_has_property
tristesse de la séparation | r_has_property
unité de la famille | r_has_property
urbanité de la population | r_has_property
utilité de l'invention | r_has_property
vacuité de l'existence | r_has_property
valeur de l'amitié | r_has_property
vanité de l'entreprise | r_has_property
variété de l'offre | r_has_property
vélocité de la course | r_has_property
véhémence de la critique | r_has_property
véracité de l'histoire | r_has_property
vigueur de la protestation | r_has_property
violence de la tempête | r_has_property
virilité de la race | r_has_property
virtuosité de l'exécution | r_has_property
vivacité de l'esprit | r_has_property
volubilité de la conversation | r_has_property
volupté de la chair | r_has_property

acuité d'esprit | r_has_property
amplitude du son | r_has_property
ardeur du combat | r_has_property
âpreté du débat | r_has_property
austérité du décor | r_has_property
authenticité du témoignage | r_has_property
autorité du maître | r_has_property
beauté du geste | r_has_property
brièveté du moment | r_has_property
brutalité du choc | r_has_property
cadence du travail | r_has_property
candeur du regard | r_has_property
capacité du réservoir | r_has_property
caractère du sol | r_has_property
chaleur du soleil | r_has_property
charme du souvenir | r_has_property
clarté du ciel | r_has_property
complexité du problème | r_has_property
courage du héros | r_has_property
courtoisie du geste | r_has_property
crédibilité du récit | r_has_property
délicatesse du parfum | r_has_property
densité du brouillard | r_has_property
détermination du regard | r_has_property
douceur du vent | r_has_property
dureté du métal | r_has_property
efficacité du traitement | r_has_property
élégance du mouvement | r_has_property
énergie du vent | r_has_property
énormité du crime | r_has_property
enthousiasme du public | r_has_property
équilibre du corps | r_has_property
étrangeté du phénomène | r_has_property
exactitude du calcul | r_has_property
excellence du service | r_has_property
finesse du goût | r_has_property
fragilité du verre | r_has_property
fraîcheur du matin | r_has_property
générosité du cœur | r_has_property
gracilité du cou | r_has_property
grandeur du sacrifice | r_has_property
gravité du diagnostic | r_has_property
harmonie du paysage | r_has_property
hâte du départ | r_has_property
humilité du savant | r_has_property
immensité du ciel | r_has_property
importance du rôle | r_has_property
imprévisibilité du résultat | r_has_property
incertitude du lendemain | r_has_property
innocence du regard | r_has_property
intensité du feu | r_has_property
jeunesse du visage | r_has_property
largeur du fleuve | r_has_property
limpidité du regard | r_has_property
lourdeur du silence | r_has_property
lucidité du vieillard | r_has_property
magnificence du spectacle | r_has_property
majesté de l'aigle | r_has_property
maturité du raisin | r_has_property
modestie du logement | r_has_property
monotonie du paysage | r_has_property
noblesse du métal | r_has_property
nudité des faits | r_has_property
opacité du verre | r_has_property
originalité de la proposition | r_has_property
pâleur du teint | r_has_property
pénibilité du métier | r_has_property
perfection du détail | r_has_property
persévérance du chercheur | r_has_property
pertinence de l'observation | r_has_property
pittoresque du lieu | r_has_property
plasticité de la cire | r_has_property
pureté du marbre | r_has_property
qualité du travail | r_has_property
quantité de la production | r_has_property
rapidité de l'intervention | r_has_property
rareté du minerai | r_has_property
réalisme du portrait | r_has_property
régularité du rythme | r_has_property
richesse du sol | r_has_property
rigueur du froid | r_has_property
robustesse du chêne | r_has_property
rudesse du climat | r_has_property
sagesse de l'âge | r_has_property
santé du patient | r_has_property
sauvagerie du fauve | r_has_property
sévérité du regard | r_has_property
simplicité des moyens | r_has_property
sincérité des sentiments | r_has_property
solennité du serment | r_has_property
solidité du roc | r_has_property
souplesse du roseau | r_has_property
spontanéité de l'enfant | r_has_property
stabilité du marché | r_has_property
subtilité de l'esprit | r_has_property
sûreté de la main | r_has_property
tendresse du souvenir | r_has_property
ténacité de la résistance | r_has_property
tension dramatique | r_has_property
timidité de la biche | r_has_property
tranquillité du lieu | r_has_property
transparence de l'air | r_has_property
tristesse du paysage | r_has_property
unité du groupe | r_has_property
urbanité des manières | r_has_property
utilité de l'objet | r_has_property
vacuité du discours | r_has_property
valeur du temps | r_has_property
vanité des efforts | r_has_property
variété des espèces | r_has_property
vélocité du cheval | r_has_property
véhémence du ton | r_has_property
véracité des faits | r_has_property
vigueur de la plante | r_has_property
violence des passions | r_has_property
virilité de la voix | r_has_property
virtuosité technique | r_has_property
vivacité des couleurs | r_has_property
volubilité de la langue | r_has_property
volupté du fruit | r_has_property

acuité d'observation | r_has_property
amplitude d'oscillation | r_has_property
ardeur d'enthousiasme | r_has_property
âpreté d'ambition | r_has_property
austérité d'apparence | r_has_property
authenticité d'émotion | r_has_property
autorité d'experts | r_has_property
beauté d'architecture | r_has_property
brièveté d'existence | r_has_property
brutalité d'assaut | r_has_property
cadence d'enfer | r_has_property
candeur d'enfance | r_has_property
capacité d'absorption | r_has_property
caractère d'urgence | r_has_property
chaleur d'accueil | r_has_property
charme d'originalité | r_has_property
clarté d'exposition | r_has_property
complexité d'organisation | r_has_property
courage d'innovation | r_has_property
courtoisie d'accueil | r_has_property
crédibilité d'expert | r_has_property
délicatesse d'artiste | r_has_property
densité d'information | r_has_property
détermination d'acier | r_has_property
douceur d'abricot | r_has_property
dureté d'acier | r_has_property
efficacité d'action | r_has_property
élégance d'aristocrate | r_has_property
énergie d'action | r_has_property
énormité d'entreprise | r_has_property
enthousiasme d'adolescent | r_has_property
équilibre d'ensemble | r_has_property
étrangeté d'apparition | r_has_property
exactitude d'horloge | r_has_property
excellence d'exécution | r_has_property
finesse d'analyse | r_has_property
fragilité d'équilibre | r_has_property
fraîcheur d'idée | r_has_property
générosité d'âme | r_has_property
gracilité d'allure | r_has_property
grandeur d'âme | r_has_property
gravité d'état | r_has_property
harmonie d'ensemble | r_has_property
hâte d'agir | r_has_property
humilité d'attitude | r_has_property
immensité d'espace | r_has_property
importance d'enjeu | r_has_property
imprévisibilité d'humeur | r_has_property
incertitude d'avenir | r_has_property
innocence d'enfant | r_has_property
intensité d'émotion | r_has_property
jeunesse d'apparence | r_has_property
largeur d'esprit | r_has_property
limpidité d'eau | r_has_property
lourdeur d'atmosphère | r_has_property
lucidité d'esprit | r_has_property
magnificence d'édifice | r_has_property
majesté d'allure | r_has_property
maturité d'esprit | r_has_property
modestie d'origine | r_has_property
monotonie d'existence | r_has_property
noblesse d'intention | r_has_property
nudité d'arbre | r_has_property
opacité d'intention | r_has_property
originalité d'approche | r_has_property
pâleur d'argent | r_has_property
pénibilité d'effort | r_has_property
perfection d'exécution | r_has_property
persévérance d'effort | r_has_property
pertinence d'argument | r_has_property
pittoresque d'endroit | r_has_property
plasticité d'argile | r_has_property
pureté d'intention | r_has_property
qualité d'exécution | r_has_property
quantité d'énergie | r_has_property
rapidité d'exécution | r_has_property
rareté d'espèce | r_has_property
réalisme d'approche | r_has_property
régularité d'horloge | r_has_property
richesse d'expérience | r_has_property
rigueur d'hiver | r_has_property
robustesse d'organisme | r_has_property
rudesse d'accent | r_has_property
sagesse d'expérience | r_has_property
santé d'esprit | r_has_property
sauvagerie d'attaque | r_has_property
sévérité d'hiver | r_has_property
simplicité d'utilisation | r_has_property
sincérité d'intention | r_has_property
solennité d'occasion | r_has_property
solidité d'argument | r_has_property
souplesse d'adaptation | r_has_property
spontanéité d'enfant | r_has_property
stabilité d'humeur | r_has_property
subtilité d'esprit | r_has_property
sûreté d'instinct | r_has_property
tendresse d'amour | r_has_property
ténacité d'effort | r_has_property
tension d'attente | r_has_property
timidité d'animal | r_has_property
tranquillité d'esprit | r_has_property
transparence d'eau | r_has_property
tristesse d'adieu | r_has_property
unité d'action | r_has_property
urbanité d'homme | r_has_property
utilité d'invention | r_has_property
vacuité d'existence | r_has_property
valeur d'usage | r_has_property
vanité d'effort | r_has_property
variété d'offre | r_has_property
vélocité d'éclair | r_has_property
véhémence d'attaque | r_has_property
véracité d'information | r_has_property
vigueur d'expression | r_has_property
violence d'assaut | r_has_property
virilité d'apparence | r_has_property
virtuosité d'exécution | r_has_property
vivacité d'esprit | r_has_property
volubilité d'élocution | r_has_property
volupté d'instant | r_has_property

acuité d'une douleur | r_has_property
amplitude d'une vibration | r_has_property
ardeur d'une passion | r_has_property
âpreté d'une rivalité | r_has_property
austérité d'une vie | r_has_property
authenticité d'une œuvre | r_has_property
autorité d'une parole | r_has_property
beauté d'une femme | r_has_property
brièveté d'une rencontre | r_has_property
brutalité d'une chute | r_has_property
cadence d'une respiration | r_has_property
candeur d'une réponse | r_has_property
capacité d'une salle | r_has_property
caractère d'une personne | r_has_property
chaleur d'une étreinte | r_has_property
charme d'une voix | r_has_property
clarté d'une explication | r_has_property
complexité d'une structure | r_has_property
courage d'une décision | r_has_property
courtoisie d'une invitation | r_has_property
crédibilité d'une source | r_has_property
délicatesse d'une fleur | r_has_property
densité d'une forêt | r_has_property
détermination d'une équipe | r_has_property
douceur d'une caresse | r_has_property
dureté d'une épreuve | r_has_property
efficacité d'une méthode | r_has_property
élégance d'une démarche | r_has_property
énergie d'une jeunesse | r_has_property
énormité d'une catastrophe | r_has_property
enthousiasme d'une foule | r_has_property
équilibre d'une composition | r_has_property
étrangeté d'une situation | r_has_property
exactitude d'une copie | r_has_property
excellence d'une performance | r_has_property
finesse d'une observation | r_has_property
fragilité d'une santé | r_has_property
fraîcheur d'une idée | r_has_property
générosité d'une offre | r_has_property
gracilité d'une forme | r_has_property
grandeur d'une idée | r_has_property
gravité d'une maladie | r_has_property
harmonie d'une mélodie | r_has_property
hâte d'une décision | r_has_property
humilité d'une demande | r_has_property
immensité d'une tâche | r_has_property
importance d'une découverte | r_has_property
imprévisibilité d'une réaction | r_has_property
incertitude d'une issue | r_has_property
innocence d'une victime | r_has_property
intensité d'une émotion | r_has_property
jeunesse d'une nation | r_has_property
largeur d'une rivière | r_has_property
limpidité d'une source | r_has_property
lourdeur d'une atmosphère | r_has_property
lucidité d'une analyse | r_has_property
magnificence d'une cathédrale | r_has_property
majesté d'une montagne | r_has_property
maturité d'une réflexion | r_has_property
modestie d'une revendication | r_has_property
monotonie d'une routine | r_has_property
noblesse d'une intention | r_has_property
nudité d'une vérité | r_has_property
opacité d'une décision | r_has_property
originalité d'une approche | r_has_property
pâleur d'une lueur | r_has_property
pénibilité d'une tâche | r_has_property
perfection d'une forme | r_has_property
persévérance d'une recherche | r_has_property
pertinence d'une question | r_has_property
pittoresque d'une scène | r_has_property
plasticité d'une matière | r_has_property
pureté d'une intention | r_has_property
qualité d'une relation | r_has_property
quantité d'une information | r_has_property
rapidité d'une réaction | r_has_property
rareté d'une espèce | r_has_property
réalisme d'une description | r_has_property
régularité d'une pulsation | r_has_property
richesse d'une culture | r_has_property
rigueur d'une discipline | r_has_property
robustesse d'une construction | r_has_property
rudesse d'une mer | r_has_property
sagesse d'une décision | r_has_property
santé d'une économie | r_has_property
sauvagerie d'une attaque | r_has_property
sévérité d'une punition | r_has_property
simplicité d'une solution | r_has_property
sincérité d'une émotion | r_has_property
solennité d'une cérémonie | r_has_property
solidité d'une amitié | r_has_property
souplesse d'une approche | r_has_property
spontanéité d'une réaction | r_has_property
stabilité d'une monnaie | r_has_property
subtilité d'une allusion | r_has_property
sûreté d'un instinct | r_has_property
tendresse d'une mère | r_has_property
ténacité d'une conviction | r_has_property
tension d'une attente | r_has_property
timidité d'une fleur | r_has_property
tranquillité d'une nuit | r_has_property
transparence d'une eau | r_has_property
tristesse d'une séparation | r_has_property
unité d'une famille | r_has_property
urbanité d'une population | r_has_property
utilité d'une invention | r_has_property
vacuité d'une existence | r_has_property
valeur d'une amitié | r_has_property
vanité d'une entreprise | r_has_property
variété d'une offre | r_has_property
vélocité d'une course | r_has_property
véhémence d'une critique | r_has_property
véracité d'une histoire | r_has_property
vigueur d'une plante | r_has_property
violence d'une tempête | r_has_property
virilité d'une race | r_has_property
virtuosité d'une exécution | r_has_property
vivacité d'un débat | r_has_property
volubilité d'une conversation | r_has_property
volupté d'un fruit | r_has_property

(profondeur d'analyse) d'expert | r_has_property
(acuité de regard) d'observateur | r_has_property
(perspicacité de jugement) de psychologue | r_has_property
(pénétration d'esprit) de philosophe | r_has_property
(subtilité de raisonnement) de logicien | r_has_property
(vivacité de répartie) de débatteur | r_has_property
(fertilité d'imagination) de créateur | r_has_property
(fécondité de travail) d'artiste | r_has_property
